TO,FROM,REASON,SERVER,DATE,CHANNEL
Zeptimus#3359,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
solsista#5370,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,"@griff (💜, 💜) for being our community's Stewards ",Token Engineering Commons,Feb-09-2022,🙏｜praise
solsista#5370,Mount Manu#3530,for always being open in trying to find a way to make the complex actionable ,Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for always being so upbeat ",Token Engineering Commons,Feb-09-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for being our very own culture subject-matter expert ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
AmwFund#0979,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for all of your contributions ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for being the anchor around which all of the TEC works ,Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
mafer_cordovas#1034,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
bends#3537,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
liviade#1387,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
mattyjee#8621,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
ManuelMaccou🏴 | BanklessDAO#6974,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
nic#9212,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
pat.zip#5266,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
QUANTUM369#7131,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
sidcode#1729,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Yineisy Mota#1449,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Liam ¬ LTF#1024,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
davidhq#6023,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
bustavo#8085,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
alantv#0964,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
akrtws (TE Academy)#4246,Mount Manu#3530,"@griff (💜, 💜) @ManuelMaccou🏴 | BanklessDAO @Yineisy Mota @Mount Manu @Liam ¬ LTF @akrtws (TE Academy) for attending our Jan. 27th Community Call ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"for supporting Griff in the writing of way too many forum posts, needed for Commons Swarm ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,for jumping in and making some pull requests on the Commons Swarm to help us improve some things ,Token Engineering Commons,Feb-09-2022,🙏｜praise
fabiomendes#4802,Mount Manu#3530,for jumping in and making some pull requests on the Commons Swarm to help us improve some things ,Token Engineering Commons,Feb-09-2022,🙏｜praise
casale.eth#6107,Mount Manu#3530,for jumping in and making some pull requests on the Commons Swarm to help us improve some things ,Token Engineering Commons,Feb-09-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,@sem  🐝  for jumping into a hackathon with an idea about coding *unbreakable vows* into smart contracts ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,@sem  🐝  for jumping into a hackathon with an idea about coding *unbreakable vows* into smart contracts ,Token Engineering Commons,Feb-09-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,@sem  🐝  for jumping into a hackathon with an idea about coding *unbreakable vows* into smart contracts ,Token Engineering Commons,Feb-09-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for being a wizard ,Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for reaching out to mattyjee and finding a place for him to plug in ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,for reaching out to mattyjee and finding a place for him to plug in ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Nebs#2035,Mount Manu#3530,for onboarding mattyjee with the praise quantification dashboard to help him do some work around that ,Token Engineering Commons,Feb-09-2022,🙏｜praise
metaverde#2503,Mount Manu#3530,for helping bustavo with web3 coding exercises ,Token Engineering Commons,Feb-09-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,"for always sharing interesting philosophical points about life, culture, and ethics ",Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"for all the support you've given to other members of our community (in this specific case, to bustavo) ",Token Engineering Commons,Feb-09-2022,🙏｜praise
lEscanore#7764,Mount Manu#3530,"for your work within the Translations team, bringing translators together and coordinating their collective efforts ",Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",iviangita#3204,"@griff (💜, 💜) @Mount Manu for joining the last Legal WG sync call and providing feedback on the Legal WG funding proposal and CV Proposal T&Cs ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Mount Manu#3530,iviangita#3204,"@griff (💜, 💜) @Mount Manu for joining the last Legal WG sync call and providing feedback on the Legal WG funding proposal and CV Proposal T&Cs ",Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,iviangita#3204,"@griff (💜, 💜) @Mount Manu for joining the last Legal WG sync call and providing feedback on the Legal WG funding proposal and CV Proposal T&Cs ",Token Engineering Commons,Feb-09-2022,🙏｜praise
iviangita#3204,iviangita#3204,"@griff (💜, 💜) @Mount Manu for joining the last Legal WG sync call and providing feedback on the Legal WG funding proposal and CV Proposal T&Cs ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Mount Manu#3530,Leen#8610,"@Mount Manu for the great onboarding call and making me feel welcome in this community! ✨ 
!praise for taking this newbe in DAO-space into first adventures in taking initiatives & writing proposals! ✨ 
!praise for being so kind answering my questions, introducing me in the space! 🙏🏽✨ ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Jeremy&TheGospelOfChange#8201,Leen#8610,"@Mount Manu for the great onboarding call and making me feel welcome in this community! ✨ 
!praise for taking this newbe in DAO-space into first adventures in taking initiatives & writing proposals! ✨ 
!praise for being so kind answering my questions, introducing me in the space! 🙏🏽✨ ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Leen#8610,"@Mount Manu for the great onboarding call and making me feel welcome in this community! ✨ 
!praise for taking this newbe in DAO-space into first adventures in taking initiatives & writing proposals! ✨ 
!praise for being so kind answering my questions, introducing me in the space! 🙏🏽✨ ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Mount Manu#3530,eduardovegap#0422,@Mount Manu for welcome so many people and guide them through orientation this week! ,Token Engineering Commons,Feb-09-2022,🙏｜praise
r33pich33p#6906,eduardovegap#0422,@Mount Manu for welcome so many people and guide them through orientation this week! ,Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mert Ozd#6679,for preparing this document ,Token Engineering Commons,Feb-09-2022,🌾｜stewards
chuygarcia.eth#6692,Mert Ozd#6679,for giving me the one of the best powers 😄 ,Token Engineering Commons,Feb-09-2022,🌾｜stewards
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜)  for your leadership and for always being there to solve everything and super available to the community ",Token Engineering Commons,Feb-09-2022,🙏｜praise
MarioRozo#3294,Mount Manu#3530,for jumping into the community and syncing with TEAMs ,Token Engineering Commons,Feb-09-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,"for his unsolicited advice, which is always welcomed ",Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for your leadership and for always being available to solve whatever comes our way ",Token Engineering Commons,Feb-09-2022,🙏｜praise
T Wells#9070,Mount Manu#3530,@T Wells for your hard work on the 1Hive episode on TEC that is coming out soon ,Token Engineering Commons,Feb-09-2022,🙏｜praise
itsyaboi#2591,Mount Manu#3530,@T Wells for your hard work on the 1Hive episode on TEC that is coming out soon ,Token Engineering Commons,Feb-09-2022,🙏｜praise
daniela afanador#9245,Mount Manu#3530,@daniela afanador @sem  🐝 for getting into the Hackathon where we hope to expand Celeste capabilities ,Token Engineering Commons,Feb-09-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,@daniela afanador @sem  🐝 for getting into the Hackathon where we hope to expand Celeste capabilities ,Token Engineering Commons,Feb-09-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,@daniela afanador @sem  🐝 for getting into the Hackathon where we hope to expand Celeste capabilities ,Token Engineering Commons,Feb-09-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,@Mount Manu for agreeing to be on the Communitas multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,@Mount Manu for agreeing to be on the Communitas multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,@Mount Manu for agreeing to be on the Communitas multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,@Mount Manu for agreeing to be on the Communitas multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
kristofer#1475,Mount Manu#3530,"for handling Rewards with poise, and professionalism, and always continuing to move forward without allowing anything to get in your way ",Token Engineering Commons,Feb-09-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for always giving such thoughtful feedback ,Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"for your enthusiasm, integrity, humility, skills, class: it’s truly a pleasure working with you ",Token Engineering Commons,Feb-09-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,for helping us craft the branding and editorial tone of our writing (and for having such a clear vision about it) ,Token Engineering Commons,Feb-09-2022,🙏｜praise
sidcode#1729,Mount Manu#3530,for being an amazing connector and for weaving contributors between SuperStars and the TEC ,Token Engineering Commons,Feb-09-2022,🙏｜praise
kishore#6162,Mount Manu#3530,for your interest in using DeepWork to collaborate with our onboarding journey and for wanting to implement praise ,Token Engineering Commons,Feb-09-2022,🙏｜praise
andrej#6442,Mount Manu#3530,for your interest in using DeepWork to collaborate with our onboarding journey and for wanting to implement praise ,Token Engineering Commons,Feb-09-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for your preoccupation with our praise system and for thinking about solutions for it ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Annn3#3538,Mount Manu#3530,for jumping into the case studies and for giving your wealth of anthropology knowledge in helping to guide us ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for being so attentive to everyone’s needs in the community and for doing your best to keep harmony with everyone here ,Token Engineering Commons,Feb-09-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for being so curious about so many topics and for jumping into so many calls ,Token Engineering Commons,Feb-09-2022,🙏｜praise
kristofer#1475,Mount Manu#3530,for the last session that you had with Lívia regarding SourceCred and for the progress of the Rewards System WG ,Token Engineering Commons,Feb-09-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,for the last session that you had with Lívia regarding SourceCred and for the progress of the Rewards System WG ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,"@daniela afanador @sem  🐝 for teaming up for a Hackaton, seeking to expand Celeste ",Token Engineering Commons,Feb-09-2022,🙏｜praise
daniela afanador#9245,Mount Manu#3530,"@daniela afanador @sem  🐝 for teaming up for a Hackaton, seeking to expand Celeste ",Token Engineering Commons,Feb-09-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,"@daniela afanador @sem  🐝 for teaming up for a Hackaton, seeking to expand Celeste ",Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for always being aware of what’s happening with the animation & video production team ,Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for having founded Giveth and for the recent launch of the GIVeconomy ",Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for always teaching things to miguelb when he doesn’t understand ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for being the Colombian ambassador to the TEC ,Token Engineering Commons,Feb-09-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for approaching T.E.A.M.s with the proposal inverter ,Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for the great article you published together ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"@griff (💜, 💜) for the great article you published together ",Token Engineering Commons,Feb-09-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,@Mount Manu for all the hard work behind the email newsletter ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,@Mount Manu for all the hard work behind the email newsletter ,Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,@Mount Manu for all the hard work behind the email newsletter ,Token Engineering Commons,Feb-09-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for the great efforts in Twitter and for being a great partner in every project Chuy collaborates with you ,Token Engineering Commons,Feb-09-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,for your amazing publication ,Token Engineering Commons,Feb-09-2022,🙏｜praise
AnaTech#7412,Mount Manu#3530,because its great to see your ideas blossom around TE Academy ,Token Engineering Commons,Feb-09-2022,🙏｜praise
angieberryberry#9822,Mount Manu#3530,because its great to see your ideas blossom around TE Academy ,Token Engineering Commons,Feb-09-2022,🙏｜praise
T Wells#9070,Mount Manu#3530,@T Wells for the great job in the 1Hive TV x TEC episode ,Token Engineering Commons,Feb-09-2022,🙏｜praise
akrtws (TE Academy)#4246,Mount Manu#3530,@akrtws (TE Academy) because we couldn’t have done many of the things we have done without your support ,Token Engineering Commons,Feb-09-2022,🙏｜praise
pat.zip#5266,Mount Manu#3530,@akrtws (TE Academy) because we couldn’t have done many of the things we have done without your support ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Nuggan#5183,Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for your help answering dev questions ",Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for your help answering dev questions ",Token Engineering Commons,Feb-09-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for your help answering dev questions ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,@liviadefor the coordination to set up the multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,@liviadefor the coordination to set up the multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
liviade#1387,Mount Manu#3530,@liviadefor the coordination to set up the multi-sig ,Token Engineering Commons,Feb-09-2022,🙏｜praise
jh#4856,Mount Manu#3530,for being a real hero with Dune Analytics ,Token Engineering Commons,Feb-09-2022,🙏｜praise
freshelle#9882,Mount Manu#3530,for making yourself available to teach Zepti how to do a round treasury management ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for improvements on your leadership skills ,Token Engineering Commons,Feb-09-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,for writing the “how to get TEC” article ,Token Engineering Commons,Feb-09-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for writing the “how to get TEC” article ,Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for writing the “how to get TEC” article ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Ratio13#0578,Mount Manu#3530,for your help tracking work in the Transparency WG ,Token Engineering Commons,Feb-09-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for being the best team partner (from Zepti) ,Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for the huge coordination efforts achieved in Comms ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for the continuing onboarding support for the Transparency WG ,Token Engineering Commons,Feb-09-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for the continuing onboarding support for the Transparency WG ,Token Engineering Commons,Feb-09-2022,🙏｜praise
jh#4856,Mount Manu#3530,for taking on the role of Dune Analytics contributor ,Token Engineering Commons,Feb-09-2022,🙏｜praise
alantv#0964,Mount Manu#3530,for your work in the Animation & Video Production team ,Token Engineering Commons,Feb-09-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,for your work in the Animation & Video Production team ,Token Engineering Commons,Feb-09-2022,🙏｜praise
MarioRozo#3294,Mount Manu#3530,for your work in the Animation & Video Production team ,Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for attending the T.E.A.M. meetings ,Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for writing an awesome collaborative economics article ",Token Engineering Commons,Feb-09-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"@griff (💜, 💜) for writing an awesome collaborative economics article ",Token Engineering Commons,Feb-09-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for your hard work and perseverance with the case studies ,Token Engineering Commons,Feb-09-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for your hard work and perseverance with the case studies ,Token Engineering Commons,Feb-09-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for the vision you exhibit around Comms and the T.E.A.M. coalition ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"@griff (💜, 💜) for your unwavering leadership, week after week, and for leading everyone with poise and professionalism ",Token Engineering Commons,Feb-09-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for your unwavering leadership, week after week, and for leading everyone with poise and professionalism ",Token Engineering Commons,Feb-09-2022,🙏｜praise
alantv#0964,Mount Manu#3530,for the feedback they gave me on a CS video we’re producing ,Token Engineering Commons,Feb-09-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,for the feedback they gave me on a CS video we’re producing ,Token Engineering Commons,Feb-09-2022,🙏｜praise
bustavo#8085,Mount Manu#3530,for incorporating yourself so quickly into our community ,Token Engineering Commons,Feb-09-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for being the timekeeper of the Praise ritual and for always being so zealous with excitement ,Token Engineering Commons,Feb-09-2022,🙏｜praise
°⫰#2495,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
David Miller#4521,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
Ekeneodigwe#1502,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
enrique.mdc#0357,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
guccikudo#8527,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
JosephS#6043,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
Luis  Casseres#0075,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
Luis Casseres#9678,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
MarioRozo#3294,Mount Manu#3530,@David Miller @Luis  Casseres @Luis Casseres for joining this week's Orientation call ,Token Engineering Commons,Feb-10-2022,🙏｜praise
